"국가별","항목","단위","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년",
"독일","- 부정적인 감정 균형[%]","%","9.92956","9.92956","9.92956","11.08958","11.08958","11.08958","9.56109","9.56109","10.19949","10.19949",
"그리스","- 가계 및 비영리단체 1인당 순조정가처분소득[US$]","US$","20782","21266","21387","21315","21604","22947","22288","23871","24399","",
"그리스","- 평균 가계 가처분소득 상위 5분위[5분위]","5분위","6.3","6.4","6","5.4","5","5.1","5.6","5.1","","",
"그리스","- 중위 순자산[US$]","US$","106957","","","","99535","","","","","",
"그리스","- 자산 상위 10분위[%]","%","42.42382","","","","41.28411","","","","","",
"그리스","- 상대적 소득 빈곤선 이하의 가계 가처분소득[%]","%","14.8","14.9","14.4","12.6","12.1","11.5","13","11.7","","",
"그리스","- 생계 유지를 위한 어려움[%]","%","78.1","77.7","76.8","77.2","74.1","71","69.8","71","68.4","67",
"그리스","- 연간 국가 상대 소득 빈곤선의 3개월치 이하의 동등액 액면 금융자산[%]","%","55.36","","","","69.71","","","","","",
"그리스","- 고용률[%]","%","56.045","57.644","59.101","60.553","62.288","64.101","64.043","65.389","69.07","70.04",
"그리스","- 성별 임금 격차[%]","%","7.17158","","","","5.90909","5.90909","7.95227","8.14352","8.08419","",
"그리스","- 장기 실업률[%]","%","19.62595","18.36298","17.07783","15.77209","13.70732","12.26345","10.98458","9.36736","7.9285","",
"그리스","- 취업, 교육 또는 훈련을 받지 않는 청소년[%]","%","20.79591","18.29016","16.44035","16.12693","15.14279","13.91326","13.00099","12.77442","11.04429","",
"그리스","- 노동 시장 불안정성[%]","%","25.27974","22.98936","21.67679","","","","","","","",
"그리스","- 직무 부담[%]","%","","47.93707","","","","","","","","",
"그리스","- 장시간의 유급 근무[%]","%","6.37","6.59","7.36","6.48","5.73","5.12","4.48","4.24","3.91","",
"그리스","- 연간 평균 총 소득[US$]","US$","29108","29394","28720","28903","27569","27615","27747","27659.57173","25978.97924","",
"그리스","- 총 중위 소득의 2/3 미만을 버는 전일제 근로자[%]","%","15.96078","","","","16.42857","15.8","12.1","13.5","10.5","",
"그리스","- 상위 소득 10분위의 전일제 근로자[10분위]","10분위","3.30721","","","","3.45804","3.36355","3.34705","3.47964","3.32907","",
"그리스","- 과밀 주거 가구[%]","%","18.65813","18.22671","18.08647","17.78981","17.96962","18.07612","17.90505","18.21791","17.94711","",
"그리스","- 주거 비용 부담[%]","%","75.39736","76.31311","76.58878","76.68039","77.42181","78.43483","77.77888","78.57144","78.15948","",
"그리스","- 주거 비용 과부담[%]","%","41.87581","39.5339","41.539","37.95348","31.20737","29.19536","24.32707","30.47493","25.26141","",
"그리스","- 기본 위생시설에 접근하지 못하는 저소득 가구[%]","%",".64109",".59163",".65546",".57921",".6709",".61427",".82303","","","",
"그리스","- 가정 내 인터넷 접속 여부[%]","%","64.6603","67.0966","68.0573","70.6434","76.125","78.0646","79.9556","84.9847","","",
"그리스","- 시간 사용에 대한 만족도[척도]","척도","","","","","5.54776","","","","5.50037","",
"그리스","- 시간 사용에 대한 만족도 점수 5 이하[%]","%","","","","","25.20766","","","","30.21969","",
"그리스","- 시간 사용에 대한 만족도 상위 5분위[5분위]","5분위","","","","","4.55054","","","","5.22361","",
"그리스","- 출생 시 기대 수명[년]","년","81.5","81.1","81.5","81.4","81.9","81.7","81.4","80.2","80.7","",
"그리스","- 긍정적인 건강 인식[%]","%","73.5","74.4","73.9","74","76.2","79.1","78.4","78.2","77.1","",
"그리스","- 부정적인 건강 인식[%]","%","10.8","10","10.4","10.4","9.3","6.6","6.8","6.5","7.5","",
"그리스","- 자살, 알코올, 약물로 인한 사망[명]","명","10.56251","10.88256","10.3708","10.72716","11.19847","10.81669","10.23578","","","",
"그리스","- 자가보고 우울증[%]","%","4.4","","","","","2.6","","","","",
"그리스","- 학생 독서 기술[점수]","점수","","467.03954","","","457.41439","","","","438.44","",
"그리스","- 낮은 독서 기술을 가진 학생[%]","%","","","","","19.87412","","","","25.74236","",
"그리스","- 독서 점수 상위 10분위[10분위]","10분위","","","","","1.78695","","","","1.77733","",
"그리스","- 학생 수학 기술[점수]","점수","","453.62985","","","451.37034","","","","430.15","",
"그리스","- 낮은 수학 기술을 가진 학생[%]","%","","","","","19.87412","","","","25.74236","",
"그리스","- 수학 점수 상위 10분위[10분위]","10분위","","","","","1.69217","","","","1.6644","",
"그리스","- 학생 과학 기술[점수]","점수","","454.82882","","","451.63274","","","","440.79","",
"그리스","- 낮은 과학 기술을 가진 학생[%]","%","","","","","19.87412","","","","25.74236","",
"그리스","- 과학 점수 상위 10분위[10분위]","10분위","","","","","1.65956","","","","1.73097","",
"그리스","- 성인 수리력 기술[점수]","점수","251.86061","","","","","","","","","",
"그리스","- 낮은 수리력 기술을 가진 성인[%]","%","9.02429","","","","","","","","","",
"그리스","- 성인 수리력 점수 상위 10분위[10분위]","10분위","1.64405","","","","","","","","","",
"그리스","- 성인 문해력 기술[점수]","점수","253.88851","","","","","","","","","",
"그리스","- 낮은 문해력 기술을 가진 성인[%]","%","6.98977","","","","","","","","","",
"그리스","- 성인 문해력 점수 상위 10분위[10분위]","10분위","1.60309","","","","","","","","","",
"그리스","- 사회적 지원[%]","%","82.32546","82.32546","82.32546","81.24033","81.24033","81.24033","81.44314","81.44314","84.68719","84.68719",
"그리스","- 사회적 지원 부족[%]","%","16.75817","16.4996","19.72398","24.71005","20.54676","10.87085","22.13646","14.95297","12.43074","",
"그리스","- 개인 관계에 대한 만족도[척도]","척도","","","","","7.13128","","","","7.30551","",
"그리스","- 개인 관계에 대한 만족도 점수 5 이하[%]","%","","","","","6.57047","","","","8.81031","",
"그리스","- 개인 관계 만족도 상위 5분위[5분위]","5분위","","","","","2.16326","","","","2.23309","",
"그리스","- 정부에 의견을 반영할 권리가 있음[%]","%","69.89658","","","","","","","","","",
"그리스","- 정부에 의견을 반영할 권리가 없음[%]","%","15.59057","","","","","","","","","",
"그리스","- 투표율[%]","%","","63.94","","","","57.78","","","","61.1",
"그리스","- 녹지 공간 접근성[%]","%","","","","","69.04222","","","","","",
"그리스","- 공기 오염에 노출[%]","%","99.88","99.88","99.88","99.88","99.88","99.88","99.88","","","",
"그리스","- 살인사건[명]","명","1",".9",".8",".8","1",".9",".8","","","",
"그리스","- 밤에 안전하다고 느끼는 정도[%]","%","62.22133","62.22133","62.22133","57.07196","57.07196","57.07196","67.53214","67.53214","65.14805","65.14805",
"그리스","- 밤에 안전하지 않다고 느끼는 정도[%]","%","37.06206","36.99014","38.48605","43.33867","41.87512","43.0448","30.97989","33.50268","33.79358","",
"그리스","- 교통사고 사망[명]","명","7.27568","7.30336","7.64113","6.78851","6.51698","6.41516","5.44849","5.84345","6.12823","",
"그리스","- 삶의 만족도[척도]","척도","","","","","6.57628","","","6.84718","6.80567","6.9",
"그리스","- 삶의 만족도 점수 5 이하[%]","%","","","","","10.84795","","","10.1641","10.57563","",
"그리스","- 삶의 만족도 점수 상위 5분위[5분위]","5분위","","","","","2.27583","","","2.23314","2.26748","",
"그리스","- 부정적인 감정 균형[%]","%","21.13819","21.13819","21.13819","19.50852","19.50852","19.50852","21.25569","21.25569","17.99285","17.99285",
"헝가리","- 가계 및 비영리단체 1인당 순조정가처분소득[US$]","US$","19160","19871","20681","21873","23422","24458","24127","25587","26527","",
"헝가리","- 평균 가계 가처분소득 상위 5분위[5분위]","5분위","4.3","4.3","4.3","4.4","4.2","4.4","4.3","4.1","","",
"헝가리","- 중위 순자산[US$]","US$","57097","","","76924","","","","","","",
"헝가리","- 자산 상위 10분위[%]","%","48.47707","","","51.27052","","","","","","",
"헝가리","- 상대적 소득 빈곤선 이하의 가계 가처분소득[%]","%","8.7","8.5","7.7","8","8.7","9.2","8.7","6.7","","",
"헝가리","- 생계 유지를 위한 어려움[%]","%","49.5","46.6","42.8","41.2","34.7","28","27.9","26.2","22.1","22.7",
"헝가리","- 연간 국가 상대 소득 빈곤선의 3개월치 이하의 동등액 액면 금융자산[%]","%","32.54","","","63.95","","","","","","",
"헝가리","- 고용률[%]","%","71.781","73.891","76.436","78.031","79.349","80.398","80.237","81.651","83.218","83.794",
"헝가리","- 성별 임금 격차[%]","%","3.77261","9.52381","9.36432","5.32027","5.06321","12.75367","12.35002","13.07661","13.33556","",
"헝가리","- 장기 실업률[%]","%","3.69079","3.1099","2.36674","1.68557","1.43465","1.09714","1.13186","1.26886","1.24868","",
"헝가리","- 취업, 교육 또는 훈련을 받지 않는 청소년[%]","%","14.21856","12.83237","11.85691","11.21025","11.41858","11.00851","11.3077","11.77887","10.00566","",
"헝가리","- 노동 시장 불안정성[%]","%","6.71174","5.73196","3.75631","","","","","","","",
"헝가리","- 직무 부담[%]","%","","36.41063","","","","","","","","",
"헝가리","- 장시간의 유급 근무[%]","%","3.76","3.77","3.12","3.03","2.79","2.45","1.46","1.66","1.37","",
"헝가리","- 연간 평균 총 소득[US$]","US$","22961","23140","23349","25038","26265","27140","27588","28462.42341","28474.64324","",
"헝가리","- 총 중위 소득의 2/3 미만을 버는 전일제 근로자[%]","%","18.65","19.78","19.55","15.72","15.97","20.26406","19.84925","21.03608","19.30062","",
"헝가리","- 상위 소득 10분위의 전일제 근로자[10분위]","10분위","3.67328","3.71721","3.73385","3.29628","3.22266","4.01693","3.99521","4.00071","3.84","",
"헝가리","- 과밀 주거 가구[%]","%","29.59919","27.8641","27.21004","26.88149","12.55047","11.2889","10.92118","9.99553","8.93458","",
"헝가리","- 주거 비용 부담[%]","%","81.18849","81.04342","80.81923","81.10859","81.29606","80.67202","80.1878","80.59138","79.43588","",
"헝가리","- 주거 비용 과부담[%]","%","17.23756","15.50203","16.75776","21.65987","18.51791","18.23736","10.5684","31.29742","35.48113","",
"헝가리","- 기본 위생시설에 접근하지 못하는 저소득 가구[%]","%","20.9583","19.40834","16.57604","13.07464","17.73459","14.51207","8.97007","","","",
"헝가리","- 가정 내 인터넷 접속 여부[%]","%","72.5026","74.8645","78.2128","81.8854","82.8661","85.8946","87.2307","90.7809","","",
"헝가리","- 시간 사용에 대한 만족도[척도]","척도","","","","","6.36947","","","","6.52207","",
"헝가리","- 시간 사용에 대한 만족도 점수 5 이하[%]","%","","","","","17.23573","","","","16.25432","",
"헝가리","- 시간 사용에 대한 만족도 상위 5분위[5분위]","5분위","","","","","2.77911","","","","2.74905","",
"헝가리","- 출생 시 기대 수명[년]","년","76","75.7","76.2","76","76.2","76.5","75.7","74.3","76.2","",
"헝가리","- 긍정적인 건강 인식[%]","%","56.9","56.3","59.5","59.1","60.6","58.2","62","64.7","63","",
"헝가리","- 부정적인 건강 인식[%]","%","15.9","15.8","13.3","13","11.9","11.8","9.9","8.2","10","",
"헝가리","- 자살, 알코올, 약물로 인한 사망[명]","명","25.62911","25.22079","24.69654","24.27162","24.52616","23.13453","","","","",
"헝가리","- 자가보고 우울증[%]","%","10.3","","","","","5.4","","","","",
"헝가리","- 학생 독서 기술[점수]","점수","","469.52326","","","475.98667","","","","472.97","",
"헝가리","- 낮은 독서 기술을 가진 학생[%]","%","","","","","15.45512","","","","16.49578","",
"헝가리","- 독서 점수 상위 10분위[10분위]","10분위","","","","","1.7412","","","","1.78649","",
"헝가리","- 학생 수학 기술[점수]","점수","","476.83088","","","481.08264","","","","472.78","",
"헝가리","- 낮은 수학 기술을 가진 학생[%]","%","","","","","15.45512","","","","16.49578","",
"헝가리","- 수학 점수 상위 10분위[10분위]","10분위","","","","","1.65872","","","","1.71121","",
"헝가리","- 학생 과학 기술[점수]","점수","","476.74751","","","480.91169","","","","485.89","",
"헝가리","- 낮은 과학 기술을 가진 학생[%]","%","","","","","15.45512","","","","16.49578","",
"헝가리","- 과학 점수 상위 10분위[10분위]","10분위","","","","","1.68898","","","","1.71126","",
"헝가리","- 성인 수리력 기술[점수]","점수","","","","272.16961","","","","","","",
"헝가리","- 낮은 수리력 기술을 가진 성인[%]","%","","","","3.80686","","","","","","",
"헝가리","- 성인 수리력 점수 상위 10분위[10분위]","10분위","","","","1.64906","","","","","","",
"헝가리","- 성인 문해력 기술[점수]","점수","","","","263.96159","","","","","","",
"헝가리","- 낮은 문해력 기술을 가진 성인[%]","%","","","","4.64716","","","","","","",
"헝가리","- 성인 문해력 점수 상위 10분위[10분위]","10분위","","","","1.56003","","","","","","",
"헝가리","- 사회적 지원[%]","%","86.76602","86.76602","86.76602","92.12848","92.12848","92.12848","94.56463","94.56463","94.56426","94.56426",
"헝가리","- 사회적 지원 부족[%]","%","14.92219","13.52734","9.96375","12.18586","5.90607","5.33134","5.63214","5.19655","6.26874","",
"헝가리","- 개인 관계에 대한 만족도[척도]","척도","","","","","7.60238","","","","7.64988","",
"헝가리","- 개인 관계에 대한 만족도 점수 5 이하[%]","%","","","","","6.35105","","","","5.39598","",
"헝가리","- 개인 관계 만족도 상위 5분위[5분위]","5분위","","","","","2.09295","","","","2.04852","",
"헝가리","- 정부에 의견을 반영할 권리가 있음[%]","%","","","","25.83215","","","","","","",
"헝가리","- 정부에 의견을 반영할 권리가 없음[%]","%","","","","44.99169","","","","","","",
"헝가리","- 투표율[%]","%","61.84","","","","69.67","","","","69.59","",
"헝가리","- 녹지 공간 접근성[%]","%","","","","","58.88005","","","","","",
"헝가리","- 공기 오염에 노출[%]","%","100","100","100","100","100","100","100","","","",
"헝가리","- 살인사건[명]","명",".9","1.2","1",".9","1.1",".8","","","","",
"헝가리","- 밤에 안전하다고 느끼는 정도[%]","%","54.84167","54.84167","54.84167","68.89229","68.89229","68.89229","75.30101","75.30101","77.02098","77.02098",
"헝가리","- 밤에 안전하지 않다고 느끼는 정도[%]","%","47.74987","37.87496","40.05855","31.39911","26.987","28.37566","22.15049","25.85771","21.33471","",
"헝가리","- 교통사고 사망[명]","명","6.33772","6.53438","6.17467","6.37914","6.47347","6.15998","4.70852","5.59051","5.52172","",
"헝가리","- 삶의 만족도[척도]","척도","","","","","6.57373","","","6.58865","6.89571","7.2",
"헝가리","- 삶의 만족도 점수 5 이하[%]","%","","","","","12.95361","","","11.1816","8.61174","",
"헝가리","- 삶의 만족도 점수 상위 5분위[5분위]","5분위","","","","","2.39161","","","2.23826","2.15639","",
"헝가리","- 부정적인 감정 균형[%]","%","18.45345","18.45345","18.45345","14.80665","14.80665","14.80665","15.11625","15.11625","15.3661","15.3661",
"아이슬란드","- 평균 가계 가처분소득 상위 5분위[5분위]","5분위","3.6","3.6","3.8","3.5","","","","","","",
"아이슬란드","- 상대적 소득 빈곤선 이하의 가계 가처분소득[%]","%","6.7","5.4","6","4.9","","","","","","",
"아이슬란드","- 생계 유지를 위한 어려움[%]","%","21.3","19.8","14.1","12.1","11.1","12.4","","","","",
"아이슬란드","- 고용률[%]","%","83.318","85.202","86.516","85.959","84.746","84.272","81.301","82.75","85.808","86.233",
"아이슬란드","- 성별 임금 격차[%]","%","13.84083","","","","12.90125","13.2752","11.40545","9.72268","8.69432","",
"아이슬란드","- 장기 실업률[%]","%",".81847",".75997",".31216",".35389",".43172",".30365",".69386","1.31472",".52287","",
"아이슬란드","- 취업, 교육 또는 훈련을 받지 않는 청소년[%]","%","7.66434","5.80314","5.40773","5.37647","6.14124","5.64609","8.24415","6.50807","5.17278","",
"아이슬란드","- 노동 시장 불안정성[%]","%","1.56344","1.29075",".98674","","","","","","","",
"아이슬란드","- 직무 부담[%]","%","","23.80674","","","","","","","","",
"아이슬란드","- 장시간의 유급 근무[%]","%","16.43","17.15","16.48","15.17","14.6","12.95","11.7","11.13","10.96","",
"아이슬란드","- 연간 평균 총 소득[US$]","US$","57946","61777","68732","75287","79476","76444","71687","74654.51952","79473.35929","",
"아이슬란드","- 총 중위 소득의 2/3 미만을 버는 전일제 근로자[%]","%","8.22549","","","","7.59864","","","","","",
"아이슬란드","- 상위 소득 10분위의 전일제 근로자[10분위]","10분위","2.68934","","","","2.66474","","","","","",
"아이슬란드","- 과밀 주거 가구[%]","%","6.01764","6.38385","5.64106","","9.19455","","","","","",
"아이슬란드","- 주거 비용 과부담[%]","%","28.26129","32.88628","25.36649","","22.72275","","","","","",
"아이슬란드","- 기본 위생시설에 접근하지 못하는 저소득 가구[%]","%","0","0","0","","0","","","","","",
"아이슬란드","- 가정 내 인터넷 접속 여부[%]","%","92.6736","","","96.1881","97.0212","94.5557","96.7212","94.8967","","",
"아이슬란드","- 시간 사용에 대한 만족도[척도]","척도","","","","","7.332","","","","","",
"아이슬란드","- 시간 사용에 대한 만족도 점수 5 이하[%]","%","","","","","10.98661","","","","","",
"아이슬란드","- 시간 사용에 대한 만족도 상위 5분위[5분위]","5분위","","","","","2.57794","","","","","",
"아이슬란드","- 출생 시 기대 수명[년]","년","82.9","82.5","82.2","82.6","82.9","83.2","83.1","83.2","82.1","",
"아이슬란드","- 긍정적인 건강 인식[%]","%","76.1","76.3","76.1","77.3","76.6","","","","","",
"아이슬란드","- 부정적인 건강 인식[%]","%","6.3","5.7","6.4","5.7","5.9","","","","","",
"아이슬란드","- 자살, 알코올, 약물로 인한 사망[명]","명","22.77277","25.62723","25.6067","25.47603","19.59714","17.05641","20.3105","18.52982","","",
"아이슬란드","- 자가보고 우울증[%]","%","8.8","","","","","7.6","","","","",
"아이슬란드","- 학생 독서 기술[점수]","점수","","481.52554","","","473.97432","","","","435.92","",
"아이슬란드","- 낮은 독서 기술을 가진 학생[%]","%","","","","","13.70882","","","","23.25796","",
"아이슬란드","- 독서 점수 상위 10분위[10분위]","10분위","","","","","1.83502","","","","1.90796","",
"아이슬란드","- 학생 수학 기술[점수]","점수","","488.03318","","","495.18738","","","","458.91","",
"아이슬란드","- 낮은 수학 기술을 가진 학생[%]","%","","","","","13.70882","","","","23.25796","",
"아이슬란드","- 수학 점수 상위 10분위[10분위]","10분위","","","","","1.62779","","","","1.668","",
"아이슬란드","- 학생 과학 기술[점수]","점수","","473.23009","","","475.02411","","","","446.97","",
"아이슬란드","- 낮은 과학 기술을 가진 학생[%]","%","","","","","13.70882","","","","23.25796","",
"아이슬란드","- 과학 점수 상위 10분위[10분위]","10분위","","","","","1.67923","","","","1.76416","",
"아이슬란드","- 사회적 지원[%]","%","","98.26116","98.26116","97.42887","","97.42887","98.15722","98.15722","98.1795","98.1795",
"아이슬란드","- 사회적 지원 부족[%]","%","","1.97168","1.506","3.32472","","1.80251","1.67139","2.00384","1.51243","",
"아이슬란드","- 개인 관계에 대한 만족도[척도]","척도","","","","","8.18729","","","","","",
"아이슬란드","- 개인 관계에 대한 만족도 점수 5 이하[%]","%","","","","","3.23338","","","","","",
"아이슬란드","- 개인 관계 만족도 상위 5분위[5분위]","5분위","","","","","1.77227","","","","","",
"아이슬란드","- 정부에 의견을 반영할 권리가 있음[%]","%","","","","","","","","20.32392","","",
"아이슬란드","- 정부에 의견을 반영할 권리가 없음[%]","%","","","","","","","","56.45968","","",
"아이슬란드","- 투표율[%]","%","","","75.67","81.2","","","66.92","80.09","","",
"아이슬란드","- 녹지 공간 접근성[%]","%","","","","","39.43915","","","","","",
"아이슬란드","- 공기 오염에 노출[%]","%","69.34","69.2","54.56","70.64","67.74","64.93","53.52","","","",
"아이슬란드","- 살인사건[명]","명",".3",".9",".3",".9",".3","",".6",".2","","",
"아이슬란드","- 밤에 안전하다고 느끼는 정도[%]","%","","89.81859","89.81859","88.03144","","88.03144","87.62337","87.62337","88.14949","88.14949",
"아이슬란드","- 밤에 안전하지 않다고 느끼는 정도[%]","%","","10.31912","9.39981","12.46664","","10.69478","10.89159","13.14537","12.1111","",
"아이슬란드","- 교통사고 사망[명]","명","1.22823","4.86174","5.41306","4.72885","5.16573","1.68071","2.19699","2.4404","2.39204","",
"아이슬란드","- 삶의 만족도[척도]","척도","","","","","8.15924","","","","","",
"아이슬란드","- 삶의 만족도 점수 5 이하[%]","%","","","","","2.44208","","","","","",
"아이슬란드","- 삶의 만족도 점수 상위 5분위[5분위]","5분위","","","","","1.71758","","","","","",
"아이슬란드","- 부정적인 감정 균형[%]","%","","7.76966","7.76966","6.55413","","6.55413","7.86342","7.86342","8.60787","8.60787",
"아일랜드","- 가계 및 비영리단체 1인당 순조정가처분소득[US$]","US$","26819","27731","28615","29751","30255","31265","33129","33621","33386","",
"아일랜드","- 평균 가계 가처분소득 상위 5분위[5분위]","5분위","4.6","4.5","4.7","4.4","4.3","4.3","4.1","4.4","","",
"아일랜드","- 중위 순자산[US$]","US$","","","","","187741","","","","","",
"아일랜드","- 자산 상위 10분위[%]","%","","","","","50.38865","","","","","",
"아일랜드","- 상대적 소득 빈곤선 이하의 가계 가처분소득[%]","%","9.3","9.8","9.1","9","7.4","8.1","7.7","9.7","","",
"아일랜드","- 생계 유지를 위한 어려움[%]","%","36.4","31.8","27.4","23.6","20.9","18.5","16.8","15.4","17.9","16.6",
"아일랜드","- 연간 국가 상대 소득 빈곤선의 3개월치 이하의 동등액 액면 금융자산[%]","%","","","","","56.89","","","","","",
"아일랜드","- 고용률[%]","%","69.137","70.896","72.054","74.121","75.533","76.686","75.671","76.915","80.262","81.05",
"아일랜드","- 성별 임금 격차[%]","%","10.60606","","","","8.28402","2.78147","5.22756","7.4708","1.96736","",
"아일랜드","- 장기 실업률[%]","%","7.17592","5.83616","4.45559","3.14326","2.1051","1.51007","1.20081","1.67145","1.08083","",
"아일랜드","- 취업, 교육 또는 훈련을 받지 않는 청소년[%]","%","14.80491","13.39324","12.67568","11.20848","9.60187","9.53588","9.3188","8.8198","6.96125","",
"아일랜드","- 노동 시장 불안정성[%]","%","3.88357","3.24238","2.63556","","","","","","","",
"아일랜드","- 직무 부담[%]","%","","23.90486","","","","","","","","",
"아일랜드","- 장시간의 유급 근무[%]","%","4.11","4.63","4.66","5.1","5.4","5.67","5.21","4.5","5.33","",
"아일랜드","- 연간 평균 총 소득[US$]","US$","50080","50079","50593","51180","51852","52648","53651","53209.4764","52242.6174","",
"아일랜드","- 총 중위 소득의 2/3 미만을 버는 전일제 근로자[%]","%","17.0202","","","","14.90278","14.9","15.4","15.6","16.5","",
"아일랜드","- 상위 소득 10분위의 전일제 근로자[10분위]","10분위","3.60236","","","","3.72732","3.67715","4.05106","4.49788","4.50187","",
"아일랜드","- 과밀 주거 가구[%]","%","2.46831","1.46831","1.55503","1.43869","1.82755","2.00795","2.38893","2.08601","2.75368","",
"아일랜드","- 주거 비용 부담[%]","%","79.57982","79.02477","79.32037","79.09173","78.28977","78.78646","80.11895","79.13747","77.61838","",
"아일랜드","- 주거 비용 과부담[%]","%","15.94672","11.62273","11.32326","13.36135","9.89902","12.53249","13.88538","8.67384","9.29545","",
"아일랜드","- 기본 위생시설에 접근하지 못하는 저소득 가구[%]","%","0",".3425",".58304",".05725",".16768",".11628",".18196","","","",
"아일랜드","- 가정 내 인터넷 접속 여부[%]","%","79.549","82.6867","85.8141","88.0405","88.0971","89.9366","91.8229","93.3494","","",
"아일랜드","- 시간 사용에 대한 만족도[척도]","척도","","","","","7.4319","","","","6.92567","",
"아일랜드","- 시간 사용에 대한 만족도 점수 5 이하[%]","%","","","","","9.54453","","","","12.25129","",
"아일랜드","- 시간 사용에 대한 만족도 상위 5분위[5분위]","5분위","","","","","2.54008","","","","2.42947","",
"아일랜드","- 출생 시 기대 수명[년]","년","81.4","81.5","81.7","82.2","82.2","82.8","82.6","82.4","","",
"아일랜드","- 긍정적인 건강 인식[%]","%","82.7","82.6","82.9","83.2","84.1","83.9","83.7","81.1","80","",
"아일랜드","- 부정적인 건강 인식[%]","%","3.9","3.8","3.5","3.4","3.3","3.2","3.9","5.2","5.4","",
"아일랜드","- 자살, 알코올, 약물로 인한 사망[명]","명","14.84876","12.8564","","","13.23748","","","","","",
"아일랜드","- 자가보고 우울증[%]","%","5.8","","","","","4.9","","","","",
"아일랜드","- 학생 독서 기술[점수]","점수","","520.81484","","","518.07846","","","","516.01","",
"아일랜드","- 낮은 독서 기술을 가진 학생[%]","%","","","","","7.48759","","","","7.5089","",
"아일랜드","- 독서 점수 상위 10분위[10분위]","10분위","","","","","1.5939","","","","1.567","",
"아일랜드","- 학생 수학 기술[점수]","점수","","503.722","","","499.63289","","","","491.65","",
"아일랜드","- 낮은 수학 기술을 가진 학생[%]","%","","","","","7.48759","","","","7.5089","",
"아일랜드","- 수학 점수 상위 10분위[10분위]","10분위","","","","","1.50733","","","","1.53594","",
"아일랜드","- 학생 과학 기술[점수]","점수","","502.57512","","","496.11356","","","","503.85","",
"아일랜드","- 낮은 과학 기술을 가진 학생[%]","%","","","","","7.48759","","","","7.5089","",
"아일랜드","- 과학 점수 상위 10분위[10분위]","10분위","","","","","1.60549","","","","1.6176","",
"아일랜드","- 사회적 지원[%]","%","95.96104","95.96104","95.96104","94.16902","94.16902","94.16902","90.50746","90.50746","91.36664","91.36664",
"아일랜드","- 사회적 지원 부족[%]","%","3.20938","4.70575","4.179","5.63904","6.20221","5.61996","3.96889","14.99807","","",
"아일랜드","- 개인 관계에 대한 만족도[척도]","척도","","","","","8.64153","","","","8.25656","",
"아일랜드","- 개인 관계에 대한 만족도 점수 5 이하[%]","%","","","","","1.81294","","","","2.17453","",
"아일랜드","- 개인 관계 만족도 상위 5분위[5분위]","5분위","","","","","1.55723","","","","1.59988","",
"아일랜드","- 정부에 의견을 반영할 권리가 있음[%]","%","","","","","","","","45.63357","","",
"아일랜드","- 정부에 의견을 반영할 권리가 없음[%]","%","","","","","","","","54.0946","","",
"아일랜드","- 투표율[%]","%","","","65.09","","","","62.77","","","",
"아일랜드","- 녹지 공간 접근성[%]","%","","","","","71.30544","","","","","",
"아일랜드","- 공기 오염에 노출[%]","%","99.82","99.82","99.76","99.77","99.77","99.76","99.75","","","",
"아일랜드","- 살인사건[명]","명",".7",".5","","",".5","","","","","",
"아일랜드","- 밤에 안전하다고 느끼는 정도[%]","%","76.5002","76.5002","76.5002","77.53647","77.53647","77.53647","73.74547","73.74547","77.7234","77.7234",
"아일랜드","- 밤에 안전하지 않다고 느끼는 정도[%]","%","23.31807","22.51106","23.77075","22.97404","21.19386","22.35691","23.01828","29.23723","","",
"아일랜드","- 교통사고 사망[명]","명","4.13985","3.46329","3.8508","3.21881","2.7741","2.85467","2.94092","2.71656","3.06324","",
"아일랜드","- 삶의 만족도[척도]","척도","","","","","8.0873","","","7.2848","7.45757","7.6",
"아일랜드","- 삶의 만족도 점수 5 이하[%]","%","","","","","3.80191","","","6.156","5.13164","",
"아일랜드","- 삶의 만족도 점수 상위 5분위[5분위]","5분위","","","","","1.85128","","","1.96238","1.85223","",
"아일랜드","- 부정적인 감정 균형[%]","%","10.39127","10.39127","10.39127","7.73609","7.73609","7.73609","8.47557","8.47557","6.61981","6.61981",
"이탈리아","- 가계 및 비영리단체 1인당 순조정가처분소득[US$]","US$","32192","32560","32980","33352","33711","33810","33223","34416","34081","",
"이탈리아","- 평균 가계 가처분소득 상위 5분위[5분위]","5분위","5.9","6.3","5.9","6.1","6","5.8","5.9","5.7","","",
"이탈리아","- 중위 순자산[US$]","US$","221358","","199281","","","","","","","",
"이탈리아","- 자산 상위 10분위[%]","%","42.8051","","43.37946","","","","","","","",
"이탈리아","- 상대적 소득 빈곤선 이하의 가계 가처분소득[%]","%","13.7","14.4","13.7","13.9","14.2","13.6","13.5","12.8","","",
"이탈리아","- 생계 유지를 위한 어려움[%]","%","40.2","37.9","33.3","28.1","30.3","22.9","23.8","24.3","22.3","18.7",
"이탈리아","- 연간 국가 상대 소득 빈곤선의 3개월치 이하의 동등액 액면 금융자산[%]","%","26.87","","36.19","","","","","","","",
"이탈리아","- 고용률[%]","%","62.917","63.583","64.499","65.27","65.917","66.413","65.501","65.622","67.547","69.066",
"이탈리아","- 성별 임금 격차[%]","%","6.58472","","","","5.70806","5.5539","4.76812","2.45219","3.28857","",
